Call_Failure,Complains,Subscription_Length,Charge_Amount,Seconds_of_Use,Frequency_of_use,Frequency_of_SMS,Distinct_Called_Numbers,Age_Group,Tariff_Plan,Status,Age,Customer_Value,Churn
19.0,0.0,36.0,8.0,10245.0,92.0,0.0,39.0,5.0,2.0,1.0,55.0,155.055,0.0
16.0,1.0,40.0,0.0,3475.0,55.0,27.0,23.0,3.0,1.0,2.0,30.0,249.2,1.0
17.0,0.0,44.0,2.0,2758.0,72.0,374.0,27.0,3.0,1.0,1.0,30.0,1609.2,0.0
1.0,0.0,33.0,0.0,2393.0,52.0,0.0,32.0,1.0,1.0,1.0,15.0,134.475,0.0
11.0,0.0,42.0,1.0,3040.0,63.0,190.0,29.0,2.0,1.0,1.0,25.0,994.635,0.0
6.0,0.0,23.0,1.0,3450.0,65.0,7.0,21.0,3.0,1.0,1.0,30.0,168.6,0.0
17.0,0.0,42.0,2.0,2603.0,63.0,20.0,21.0,4.0,1.0,1.0,45.0,116.65,0.0
16.0,0.0,34.0,7.0,10130.0,87.0,0.0,40.0,4.0,1.0,1.0,45.0,255.425,0.0
14.0,1.0,37.0,0.0,3295.0,47.0,16.0,18.0,3.0,1.0,2.0,30.0,197.68,1.0
0.0,0.0,28.0,0.0,1343.0,35.0,33.0,70.0,4.0,1.0,1.0,45.0,116.95,0.0
12.0,0.0,15.0,0.0,8932.0,171.0,73.0,40.0,4.0,1.0,1.0,45.0,410.075,0.0
11.0,0.0,27.0,0.0,700.0,25.0,10.0,7.0,2.0,1.0,2.0,25.0,77.625,0.0
16.0,0.0,40.0,2.0,4080.0,88.0,39.0,30.0,3.0,1.0,1.0,30.0,322.72,0.0
4.0,0.0,26.0,0.0,1568.0,39.0,30.0,68.0,4.0,1.0,1.0,45.0,115.175,0.0
0.0,0.0,31.0,0.0,2790.0,15.0,468.0,5.0,3.0,1.0,1.0,30.0,1984.2,0.0
2.0,0.0,31.0,0.0,825.0,16.0,29.0,4.0,4.0,1.0,2.0,45.0,93.525,0.0
1.0,0.0,34.0,1.0,6320.0,78.0,175.0,21.0,3.0,1.0,1.0,30.0,955.92,0.0
15.0,0.0,40.0,1.0,4503.0,72.0,8.0,37.0,1.0,1.0,1.0,15.0,295.625,0.0
9.0,0.0,43.0,2.0,7893.0,135.0,401.0,49.0,3.0,1.0,1.0,30.0,1925.12,0.0
10.0,0.0,38.0,0.0,4560.0,72.0,14.0,20.0,3.0,1.0,1.0,30.0,241.28,0.0
9.0,0.0,38.0,1.0,2895.0,58.0,173.0,22.0,2.0,1.0,1.0,25.0,911.385,0.0
0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,45.0,0.0,0.0
0.0,0.0,31.0,0.0,6480.0,91.0,7.0,20.0,4.0,1.0,1.0,45.0,181.775,0.0
0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,55.0,0.0,0.0
0.0,0.0,36.0,0.0,2333.0,55.0,0.0,31.0,1.0,1.0,1.0,15.0,131.34,0.0
5.0,0.0,32.0,1.0,305.0,6.0,7.0,2.0,5.0,1.0,1.0,55.0,15.165,1.0
9.0,0.0,38.0,1.0,2895.0,58.0,173.0,22.0,2.0,1.0,1.0,25.0,911.385,0.0
5.0,0.0,42.0,2.0,598.0,14.0,19.0,8.0,5.0,1.0,1.0,55.0,37.68,0.0
8.0,0.0,36.0,0.0,6603.0,69.0,76.0,33.0,2.0,1.0,1.0,25.0,642.24,0.0
12.0,0.0,36.0,1.0,4595.0,75.0,7.0,15.0,3.0,1.0,1.0,30.0,214.8,0.0
0.0,0.0,16.0,0.0,1635.0,23.0,23.0,12.0,2.0,1.0,1.0,25.0,178.11,0.0
0.0,0.0,32.0,0.0,650.0,27.0,6.0,18.0,3.0,1.0,2.0,30.0,51.08,0.0
21.0,0.0,28.0,2.0,2240.0,49.0,34.0,15.0,2.0,1.0,1.0,25.0,256.005,0.0
7.0,0.0,38.0,2.0,833.0,11.0,20.0,7.0,5.0,1.0,1.0,55.0,42.66,0.0
8.0,0.0,36.0,1.0,2585.0,43.0,282.0,16.0,3.0,1.0,1.0,30.0,1233.12,0.0
21.0,1.0,40.0,8.0,10390.0,97.0,9.0,46.0,5.0,2.0,1.0,55.0,170.805,0.0
3.0,0.0,41.0,1.0,6455.0,90.0,194.0,30.0,3.0,1.0,1.0,30.0,1037.8,0.0
10.0,0.0,37.0,0.0,2695.0,37.0,7.0,3.0,3.0,1.0,2.0,30.0,137.28,1.0
9.0,0.0,10.0,2.0,2197.0,30.0,8.0,7.0,3.0,1.0,1.0,30.0,121.08,1.0
6.0,0.0,33.0,2.0,6850.0,110.0,239.0,29.0,2.0,2.0,1.0,25.0,1388.7,0.0
0.0,0.0,37.0,0.0,613.0,9.0,21.0,17.0,2.0,1.0,2.0,25.0,122.49,0.0
0.0,0.0,32.0,0.0,650.0,27.0,6.0,18.0,3.0,1.0,2.0,30.0,51.08,0.0
4.0,0.0,36.0,1.0,6905.0,91.0,187.0,24.0,3.0,1.0,1.0,30.0,1027.84,0.0
4.0,0.0,8.0,1.0,1892.0,24.0,1.0,5.0,3.0,1.0,1.0,30.0,80.64,1.0
9.0,0.0,40.0,0.0,1205.0,21.0,29.0,13.0,3.0,1.0,2.0,30.0,165.04,0.0
12.0,0.0,14.0,0.0,8818.0,165.0,41.0,36.0,4.0,1.0,1.0,45.0,327.075,0.0
5.0,0.0,37.0,0.0,14885.0,172.0,129.0,15.0,2.0,1.0,1.0,25.0,1258.065,0.0
0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,0.0
28.0,0.0,28.0,3.0,16380.0,238.0,0.0,81.0,2.0,1.0,1.0,25.0,747.81,0.0
1.0,0.0,30.0,0.0,1665.0,38.0,30.0,19.0,3.0,1.0,2.0,30.0,188.12,0.0
20.0,0.0,29.0,2.0,15770.0,232.0,0.0,78.0,2.0,1.0,1.0,25.0,720.09,0.0
6.0,0.0,35.0,4.0,7080.0,122.0,303.0,37.0,3.0,2.0,1.0,30.0,1500.08,0.0
0.0,0.0,33.0,0.0,6185.0,87.0,0.0,7.0,4.0,1.0,1.0,45.0,156.8,0.0
0.0,0.0,26.0,1.0,6400.0,100.0,249.0,25.0,2.0,2.0,1.0,25.0,1413.0,0.0
14.0,0.0,40.0,2.0,3835.0,85.0,37.0,30.0,3.0,2.0,1.0,30.0,304.8,0.0
5.0,0.0,35.0,0.0,2148.0,54.0,352.0,22.0,2.0,1.0,1.0,25.0,1683.09,0.0
7.0,0.0,39.0,0.0,3965.0,66.0,0.0,19.0,3.0,1.0,1.0,30.0,161.24,0.0
25.0,0.0,38.0,3.0,15140.0,225.0,54.0,32.0,3.0,1.0,1.0,30.0,830.6,0.0
0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,1.0
0.0,0.0,35.0,0.0,6195.0,80.0,179.0,24.0,3.0,1.0,1.0,30.0,967.0,0.0
3.0,0.0,41.0,1.0,6455.0,90.0,194.0,30.0,3.0,1.0,1.0,30.0,1037.8,0.0
10.0,0.0,38.0,3.0,2573.0,41.0,28.0,23.0,4.0,1.0,1.0,45.0,135.35,0.0
18.0,0.0,21.0,2.0,9318.0,179.0,90.0,46.0,5.0,1.0,1.0,55.0,277.455,0.0
7.0,0.0,33.0,1.0,11510.0,150.0,7.0,43.0,4.0,1.0,1.0,45.0,309.0,0.0
0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,45.0,0.0,0.0
11.0,0.0,40.0,0.0,1015.0,17.0,15.0,2.0,3.0,1.0,2.0,30.0,101.28,1.0
0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,55.0,0.0,0.0
9.0,0.0,42.0,2.0,11465.0,160.0,19.0,48.0,4.0,1.0,1.0,45.0,338.125,0.0
13.0,0.0,39.0,1.0,2568.0,65.0,357.0,23.0,3.0,1.0,1.0,30.0,1533.32,0.0
2.0,0.0,39.0,0.0,825.0,20.0,45.0,12.0,3.0,1.0,2.0,30.0,213.8,0.0
2.0,0.0,37.0,0.0,13583.0,169.0,25.0,46.0,3.0,1.0,1.0,30.0,650.08,0.0
10.0,0.0,32.0,3.0,7190.0,120.0,268.0,31.0,3.0,2.0,1.0,30.0,1364.4,0.0
12.0,0.0,42.0,2.0,3855.0,84.0,42.0,32.0,3.0,1.0,1.0,30.0,325.56,0.0
10.0,0.0,45.0,0.0,565.0,16.0,22.0,8.0,3.0,1.0,2.0,30.0,111.24,1.0
10.0,0.0,44.0,3.0,3480.0,35.0,500.0,14.0,4.0,1.0,1.0,45.0,1337.875,0.0
0.0,0.0,35.0,0.0,7203.0,121.0,377.0,41.0,2.0,1.0,1.0,25.0,2026.08,0.0
13.0,0.0,37.0,1.0,4323.0,64.0,7.0,32.0,1.0,1.0,1.0,15.0,279.785,0.0
15.0,0.0,43.0,2.0,15870.0,190.0,167.0,36.0,2.0,1.0,1.0,25.0,1474.2,0.0
11.0,0.0,36.0,2.0,6843.0,73.0,104.0,34.0,2.0,1.0,1.0,25.0,779.22,0.0
1.0,0.0,37.0,0.0,7318.0,126.0,375.0,40.0,2.0,1.0,1.0,25.0,2022.48,0.0
5.0,0.0,35.0,0.0,2148.0,54.0,352.0,22.0,2.0,1.0,1.0,25.0,1683.09,0.0
1.0,0.0,31.0,0.0,11080.0,146.0,0.0,41.0,3.0,1.0,1.0,30.0,449.04,0.0
7.0,0.0,28.0,1.0,1683.0,44.0,28.0,67.0,5.0,1.0,1.0,55.0,67.905,0.0
0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,1.0
15.0,0.0,25.0,0.0,925.0,29.0,7.0,5.0,3.0,1.0,2.0,30.0,66.16,0.0
13.0,0.0,39.0,2.0,5225.0,94.0,10.0,25.0,3.0,1.0,1.0,30.0,252.76,0.0
0.0,0.0,31.0,0.0,5613.0,83.0,0.0,9.0,2.0,1.0,1.0,25.0,256.32,0.0
4.0,0.0,37.0,0.0,2798.0,63.0,3.0,31.0,1.0,1.0,1.0,15.0,173.855,0.0
16.0,0.0,42.0,2.0,4735.0,80.0,17.0,21.0,3.0,1.0,1.0,30.0,260.6,0.0
7.0,0.0,34.0,0.0,4290.0,69.0,0.0,13.0,2.0,1.0,1.0,25.0,196.155,0.0
8.0,0.0,41.0,2.0,1240.0,23.0,12.0,15.0,2.0,1.0,1.0,25.0,110.835,0.0
25.0,0.0,38.0,3.0,15140.0,225.0,54.0,32.0,3.0,1.0,1.0,30.0,830.6,0.0
2.0,0.0,35.0,0.0,11160.0,148.0,4.0,45.0,3.0,1.0,1.0,30.0,468.32,0.0
0.0,0.0,32.0,0.0,2008.0,50.0,0.0,27.0,1.0,1.0,1.0,15.0,113.19,0.0
34.0,1.0,36.0,0.0,1970.0,64.0,31.0,19.0,3.0,2.0,2.0,30.0,205.36,1.0
16.0,0.0,28.0,0.0,890.0,25.0,7.0,5.0,2.0,1.0,2.0,25.0,72.675,0.0
11.0,0.0,36.0,4.0,7270.0,122.0,278.0,35.0,3.0,2.0,1.0,30.0,1407.68,0.0
0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,0.0
1.0,0.0,36.0,0.0,5613.0,89.0,0.0,10.0,2.0,1.0,1.0,25.0,256.59,0.0
0.0,0.0,39.0,0.0,318.0,5.0,7.0,4.0,2.0,1.0,2.0,25.0,46.035,0.0
4.0,0.0,36.0,0.0,1933.0,48.0,1.0,15.0,3.0,1.0,2.0,30.0,83.24,0.0
8.0,0.0,36.0,0.0,2533.0,58.0,22.0,30.0,3.0,1.0,2.0,30.0,191.64,0.0
30.0,0.0,40.0,4.0,15445.0,231.0,61.0,34.0,3.0,2.0,1.0,30.0,871.04,0.0
2.0,0.0,26.0,1.0,3340.0,67.0,40.0,27.0,3.0,1.0,1.0,30.0,296.28,0.0
10.0,0.0,40.0,2.0,8810.0,121.0,145.0,42.0,3.0,1.0,1.0,30.0,937.24,0.0
14.0,0.0,36.0,0.0,3180.0,41.0,7.0,14.0,3.0,1.0,2.0,30.0,156.84,1.0
11.0,0.0,39.0,2.0,6778.0,78.0,113.0,39.0,2.0,1.0,1.0,25.0,817.02,0.0
0.0,0.0,34.0,0.0,3223.0,75.0,0.0,23.0,2.0,1.0,1.0,25.0,148.41,0.0
6.0,0.0,38.0,1.0,11060.0,149.0,0.0,49.0,4.0,1.0,1.0,45.0,280.225,0.0
4.0,0.0,36.0,0.0,7913.0,132.0,385.0,41.0,2.0,1.0,1.0,25.0,2094.525,0.0
32.0,1.0,40.0,4.0,15635.0,232.0,70.0,37.0,3.0,1.0,1.0,30.0,914.68,0.0
0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,45.0,0.0,0.0
1.0,0.0,9.0,1.0,1297.0,18.0,0.0,4.0,3.0,1.0,1.0,30.0,52.6,1.0
12.0,0.0,37.0,1.0,4180.0,87.0,33.0,26.0,3.0,1.0,1.0,30.0,302.68,0.0
7.0,0.0,37.0,0.0,15240.0,179.0,148.0,30.0,2.0,1.0,1.0,25.0,1359.855,0.0
2.0,0.0,38.0,0.0,710.0,14.0,13.0,8.0,3.0,1.0,2.0,30.0,80.96,0.0
9.0,0.0,15.0,3.0,3257.0,50.0,32.0,17.0,3.0,1.0,1.0,30.0,260.28,0.0
8.0,0.0,36.0,1.0,3335.0,29.0,16.0,19.0,3.0,1.0,1.0,30.0,198.56,0.0
17.0,0.0,17.0,1.0,9238.0,177.0,80.0,42.0,5.0,1.0,1.0,55.0,261.225,0.0
0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,0.0
14.0,0.0,40.0,2.0,15905.0,194.0,189.0,36.0,3.0,1.0,1.0,30.0,1399.96,0.0
5.0,0.0,35.0,0.0,305.0,6.0,7.0,2.0,2.0,1.0,2.0,25.0,45.495,1.0
3.0,0.0,37.0,0.0,7508.0,127.0,384.0,43.0,2.0,1.0,1.0,25.0,2071.575,0.0
0.0,0.0,31.0,0.0,2055.0,27.0,270.0,15.0,3.0,1.0,1.0,30.0,1163.28,0.0
0.0,0.0,29.0,0.0,6943.0,111.0,362.0,35.0,2.0,1.0,1.0,25.0,1946.43,0.0
7.0,0.0,37.0,0.0,3908.0,82.0,7.0,26.0,2.0,1.0,1.0,25.0,211.05,0.0
2.0,0.0,9.0,1.0,4390.0,40.0,215.0,10.0,3.0,1.0,1.0,30.0,1037.2,0.0
9.0,0.0,40.0,2.0,2033.0,34.0,12.0,10.0,4.0,1.0,1.0,45.0,81.675,0.0
0.0,0.0,40.0,0.0,2168.0,54.0,5.0,35.0,1.0,1.0,1.0,15.0,149.71,0.0
10.0,0.0,37.0,1.0,6908.0,76.0,117.0,40.0,2.0,1.0,1.0,25.0,840.78,0.0
25.0,0.0,37.0,2.0,15025.0,219.0,22.0,28.0,3.0,1.0,1.0,30.0,697.76,0.0
15.0,0.0,40.0,2.0,2873.0,72.0,398.0,30.0,3.0,1.0,1.0,30.0,1709.8,0.0
7.0,0.0,12.0,2.0,2773.0,43.0,21.0,15.0,3.0,1.0,1.0,30.0,196.64,0.0
0.0,0.0,30.0,0.0,1283.0,17.0,0.0,5.0,3.0,1.0,1.0,30.0,52.0,0.0
13.0,0.0,40.0,1.0,4675.0,77.0,12.0,19.0,3.0,1.0,1.0,30.0,238.08,0.0
6.0,0.0,21.0,0.0,440.0,15.0,0.0,1.0,2.0,1.0,2.0,25.0,20.475,0.0
11.0,0.0,38.0,1.0,3775.0,82.0,32.0,28.0,3.0,1.0,1.0,30.0,282.28,0.0
2.0,0.0,34.0,0.0,8100.0,104.0,112.0,41.0,3.0,1.0,1.0,30.0,776.16,0.0
3.0,0.0,38.0,0.0,3915.0,73.0,0.0,10.0,3.0,1.0,1.0,30.0,159.52,0.0
13.0,0.0,36.0,1.0,9000.0,115.0,112.0,39.0,3.0,1.0,1.0,30.0,812.6,0.0
13.0,0.0,38.0,1.0,3965.0,83.0,41.0,31.0,3.0,1.0,1.0,30.0,325.92,0.0
31.0,1.0,37.0,2.0,1320.0,56.0,28.0,21.0,3.0,1.0,1.0,30.0,167.04,1.0
4.0,0.0,38.0,0.0,2360.0,39.0,285.0,18.0,3.0,1.0,1.0,30.0,1235.96,0.0
5.0,0.0,31.0,2.0,1395.0,38.0,203.0,15.0,2.0,2.0,1.0,25.0,977.985,0.0
30.0,1.0,35.0,0.0,1450.0,54.0,32.0,22.0,3.0,1.0,2.0,30.0,188.16,1.0
7.0,0.0,12.0,0.0,8513.0,159.0,34.0,34.0,4.0,1.0,1.0,45.0,301.8,0.0
16.0,1.0,41.0,0.0,2753.0,58.0,52.0,38.0,4.0,1.0,2.0,45.0,200.275,1.0
0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,30.0,0.0,1.0
16.0,0.0,17.0,1.0,6392.0,141.0,85.0,42.0,2.0,2.0,1.0,25.0,676.485,0.0
2.0,0.0,33.0,0.0,2360.0,33.0,277.0,17.0,3.0,1.0,1.0,30.0,1203.72,0.0
3.0,0.0,34.0,0.0,2280.0,37.0,275.0,14.0,3.0,1.0,1.0,30.0,1192.68,0.0
5.0,0.0,38.0,0.0,438.0,8.0,7.0,4.0,3.0,1.0,2.0,30.0,45.84,1.0
9.0,0.0,12.0,0.0,5908.0,127.0,67.0,35.0,1.0,2.0,1.0,15.0,700.425,0.0
8.0,0.0,39.0,0.0,11170.0,150.0,7.0,34.0,4.0,1.0,1.0,45.0,300.5,0.0
10.0,0.0,38.0,1.0,2568.0,66.0,391.0,28.0,3.0,1.0,1.0,30.0,1669.36,0.0
11.0,0.0,36.0,4.0,7270.0,122.0,278.0,35.0,3.0,2.0,1.0,30.0,1407.68,0.0
0.0,0.0,36.0,0.0,3465.0,55.0,0.0,10.0,2.0,1.0,1.0,25.0,158.4,0.0
27.0,0.0,43.0,4.0,15140.0,231.0,62.0,33.0,3.0,1.0,1.0,30.0,862.84,0.0
4.0,0.0,32.0,0.0,3813.0,58.0,0.0,29.0,1.0,1.0,1.0,15.0,212.905,0.0
3.0,0.0,36.0,0.0,4065.0,65.0,0.0,15.0,2.0,1.0,1.0,25.0,185.85,0.0
4.0,0.0,35.0,0.0,8210.0,105.0,116.0,26.0,3.0,1.0,1.0,30.0,796.6,0.0
0.0,0.0,36.0,0.0,133.0,2.0,0.0,2.0,3.0,1.0,2.0,30.0,5.4,1.0
6.0,0.0,36.0,0.0,3470.0,76.0,25.0,26.0,2.0,1.0,1.0,25.0,272.07,0.0
16.0,0.0,40.0,0.0,2733.0,61.0,24.0,22.0,3.0,1.0,2.0,30.0,207.76,0.0
5.0,0.0,35.0,0.0,305.0,6.0,7.0,2.0,2.0,1.0,2.0,25.0,45.495,0.0
7.0,0.0,23.0,0.0,1165.0,29.0,14.0,11.0,2.0,1.0,1.0,25.0,116.73,0.0
10.0,0.0,38.0,3.0,2573.0,41.0,28.0,23.0,4.0,1.0,1.0,45.0,135.35,0.0
30.0,0.0,38.0,1.0,11340.0,109.0,29.0,59.0,5.0,1.0,1.0,55.0,215.235,0.0
0.0,0.0,35.0,0.0,1223.0,37.0,0.0,15.0,3.0,1.0,2.0,30.0,50.4,0.0
0.0,0.0,40.0,2.0,88.0,6.0,8.0,6.0,3.0,1.0,1.0,30.0,35.76,1.0
14.0,0.0,36.0,1.0,4423.0,70.0,7.0,33.0,2.0,1.0,1.0,25.0,233.685,0.0
7.0,0.0,35.0,1.0,3400.0,27.0,482.0,9.0,3.0,1.0,1.0,30.0,2065.08,0.0
9.0,0.0,43.0,3.0,6885.0,94.0,203.0,32.0,3.0,1.0,1.0,30.0,1091.16,0.0
7.0,0.0,35.0,1.0,7733.0,131.0,381.0,41.0,3.0,1.0,1.0,30.0,1838.56,0.0
18.0,0.0,39.0,8.0,10130.0,93.0,2.0,41.0,5.0,1.0,1.0,55.0,156.345,0.0
9.0,0.0,36.0,0.0,2268.0,44.0,34.0,31.0,3.0,1.0,2.0,30.0,228.48,1.0
0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,1.0
2.0,0.0,39.0,0.0,808.0,15.0,20.0,9.0,4.0,1.0,2.0,45.0,70.575,1.0
5.0,0.0,32.0,0.0,11465.0,148.0,3.0,46.0,3.0,1.0,1.0,30.0,476.52,0.0
18.0,0.0,41.0,3.0,5530.0,100.0,17.0,27.0,4.0,1.0,1.0,45.0,183.25,0.0
7.0,0.0,40.0,1.0,2420.0,42.0,290.0,20.0,3.0,1.0,1.0,30.0,1258.48,0.0
0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,0.0
9.0,0.0,36.0,0.0,2268.0,44.0,34.0,31.0,3.0,1.0,2.0,30.0,228.48,1.0
6.0,0.0,38.0,1.0,1973.0,31.0,7.0,8.0,4.0,1.0,1.0,45.0,67.6,0.0
27.0,0.0,20.0,3.0,7407.0,158.0,100.0,44.0,2.0,2.0,1.0,25.0,790.425,0.0
15.0,0.0,39.0,1.0,2758.0,66.0,366.0,26.0,3.0,1.0,1.0,30.0,1576.96,0.0
0.0,0.0,36.0,0.0,2088.0,52.0,0.0,31.0,1.0,1.0,1.0,15.0,117.7,0.0
10.0,0.0,15.0,0.0,8742.0,170.0,64.0,37.0,4.0,1.0,1.0,45.0,382.8,0.0
13.0,0.0,17.0,3.0,3043.0,45.0,7.0,17.0,3.0,1.0,1.0,30.0,151.52,0.0
3.0,0.0,36.0,0.0,4065.0,65.0,0.0,15.0,2.0,1.0,1.0,25.0,185.85,0.0
25.0,0.0,38.0,3.0,15140.0,225.0,54.0,32.0,3.0,1.0,1.0,30.0,830.6,0.0
13.0,0.0,17.0,3.0,2053.0,35.0,22.0,15.0,3.0,1.0,1.0,30.0,171.52,1.0
16.0,0.0,35.0,2.0,5943.0,96.0,22.0,21.0,2.0,1.0,1.0,25.0,370.755,1.0
0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,1.0
8.0,0.0,41.0,1.0,3470.0,82.0,33.0,27.0,3.0,1.0,1.0,30.0,274.08,0.0
6.0,0.0,35.0,0.0,3030.0,22.0,7.0,12.0,3.0,1.0,1.0,30.0,150.08,0.0
0.0,0.0,40.0,1.0,2870.0,23.0,486.0,10.0,3.0,1.0,1.0,30.0,2059.72,0.0
0.0,0.0,18.0,0.0,1095.0,16.0,7.0,6.0,2.0,1.0,1.0,25.0,81.495,0.0
8.0,0.0,37.0,0.0,1863.0,39.0,16.0,33.0,3.0,1.0,2.0,30.0,140.08,1.0
10.0,0.0,33.0,6.0,9420.0,76.0,0.0,40.0,4.0,1.0,1.0,45.0,237.4,0.0
4.0,0.0,33.0,0.0,2685.0,35.0,2.0,14.0,2.0,1.0,2.0,25.0,131.4,1.0
14.0,0.0,46.0,2.0,2925.0,55.0,307.0,26.0,4.0,1.0,1.0,45.0,842.0,0.0
1.0,0.0,36.0,0.0,5613.0,89.0,0.0,10.0,2.0,1.0,1.0,25.0,256.59,0.0
0.0,0.0,36.0,0.0,2088.0,52.0,0.0,31.0,1.0,1.0,1.0,15.0,117.7,0.0
0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,30.0,0.0,1.0
0.0,0.0,25.0,0.0,2625.0,51.0,0.0,8.0,3.0,1.0,1.0,30.0,107.04,0.0
11.0,0.0,34.0,2.0,8935.0,113.0,133.0,38.0,3.0,1.0,1.0,30.0,893.92,0.0
4.0,0.0,39.0,0.0,3898.0,90.0,13.0,33.0,2.0,1.0,1.0,25.0,237.96,0.0
20.0,0.0,45.0,2.0,3018.0,76.0,381.0,32.0,3.0,1.0,1.0,30.0,1647.76,0.0
0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,45.0,0.0,0.0
6.0,0.0,34.0,1.0,3943.0,86.0,7.0,26.0,3.0,1.0,1.0,30.0,189.16,0.0
15.0,0.0,36.0,1.0,6063.0,101.0,28.0,24.0,2.0,1.0,1.0,25.0,403.38,0.0
1.0,0.0,36.0,0.0,1668.0,25.0,0.0,6.0,3.0,1.0,1.0,30.0,67.72,0.0
