Call_Failure,Complains,Subscription_Length,Charge_Amount,Seconds_of_Use,Frequency_of_use,Frequency_of_SMS,Distinct_Called_Numbers,Age_Group,Tariff_Plan,Status,Age,Customer_Value,Churn
6.0,0.0,39.0,2.0,6560.0,89.0,191.0,28.0,3.0,1.0,1.0,30.0,1029.96,0.0
11.0,0.0,39.0,2.0,3890.0,88.0,64.0,32.0,3.0,1.0,1.0,30.0,415.12,0.0
12.0,0.0,39.0,2.0,11770.0,160.0,18.0,49.0,4.0,1.0,1.0,45.0,343.25,0.0
11.0,0.0,11.0,4.0,5295.0,56.0,243.0,27.0,3.0,2.0,1.0,30.0,1186.04,0.0
0.0,0.0,33.0,0.0,1248.0,13.0,0.0,3.0,3.0,1.0,1.0,30.0,50.44,0.0
3.0,0.0,38.0,1.0,688.0,10.0,14.0,6.0,4.0,1.0,1.0,45.0,52.45,1.0
7.0,0.0,28.0,1.0,1628.0,42.0,35.0,70.0,4.0,1.0,1.0,45.0,129.25,0.0
2.0,0.0,34.0,0.0,11045.0,142.0,0.0,41.0,3.0,1.0,1.0,30.0,447.48,0.0
5.0,0.0,38.0,0.0,305.0,6.0,7.0,2.0,3.0,1.0,2.0,30.0,40.44,0.0
0.0,0.0,7.0,0.0,1182.0,13.0,0.0,5.0,2.0,1.0,1.0,25.0,53.775,1.0
4.0,0.0,36.0,0.0,13658.0,164.0,2.0,45.0,3.0,1.0,1.0,30.0,560.88,0.0
15.0,1.0,41.0,0.0,3375.0,49.0,26.0,22.0,3.0,1.0,2.0,30.0,240.96,1.0
18.0,0.0,17.0,1.0,6582.0,142.0,94.0,45.0,2.0,2.0,1.0,25.0,725.58,0.0
7.0,0.0,38.0,1.0,4515.0,83.0,2.0,25.0,3.0,1.0,1.0,30.0,191.92,0.0
2.0,0.0,35.0,1.0,2915.0,19.0,472.0,3.0,3.0,1.0,1.0,30.0,2005.36,0.0
5.0,0.0,38.0,0.0,305.0,6.0,7.0,2.0,3.0,1.0,2.0,30.0,40.44,0.0
9.0,0.0,38.0,0.0,1038.0,18.0,28.0,19.0,3.0,1.0,2.0,30.0,154.24,1.0
3.0,0.0,39.0,1.0,11240.0,150.0,14.0,49.0,3.0,1.0,1.0,30.0,511.6,0.0
11.0,0.0,38.0,1.0,3085.0,59.0,182.0,25.0,2.0,1.0,1.0,25.0,960.48,0.0
11.0,0.0,27.0,0.0,700.0,25.0,10.0,7.0,2.0,1.0,2.0,25.0,77.625,0.0
10.0,0.0,37.0,0.0,2643.0,59.0,9.0,15.0,3.0,1.0,2.0,30.0,144.08,0.0
3.0,0.0,36.0,0.0,4065.0,65.0,0.0,15.0,2.0,1.0,1.0,25.0,185.85,0.0
5.0,0.0,40.0,1.0,6680.0,94.0,197.0,31.0,3.0,1.0,1.0,30.0,1058.96,0.0
11.0,0.0,40.0,1.0,6223.0,101.0,14.0,14.0,3.0,1.0,1.0,30.0,308.96,0.0
4.0,0.0,27.0,1.0,1315.0,36.0,193.0,11.0,2.0,2.0,1.0,25.0,929.295,0.0
9.0,0.0,41.0,0.0,15440.0,186.0,158.0,34.0,2.0,1.0,1.0,25.0,1414.17,0.0
0.0,0.0,31.0,0.0,5880.0,81.0,0.0,5.0,4.0,1.0,1.0,45.0,149.025,0.0
11.0,0.0,37.0,3.0,12065.0,164.0,32.0,62.0,4.0,1.0,1.0,45.0,385.725,0.0
8.0,0.0,37.0,0.0,1970.0,50.0,45.0,22.0,3.0,1.0,2.0,30.0,260.8,0.0
5.0,0.0,42.0,1.0,2440.0,41.0,295.0,22.0,3.0,1.0,1.0,30.0,1279.24,0.0
21.0,0.0,41.0,4.0,9480.0,130.0,156.0,47.0,3.0,1.0,1.0,30.0,1008.4,0.0
0.0,1.0,37.0,0.0,503.0,9.0,13.0,7.0,4.0,1.0,2.0,45.0,45.3,1.0
2.0,0.0,37.0,0.0,190.0,1.0,9.0,3.0,2.0,1.0,2.0,25.0,49.095,1.0
21.0,0.0,40.0,3.0,6183.0,107.0,38.0,28.0,3.0,1.0,1.0,30.0,403.6,0.0
4.0,0.0,36.0,0.0,7913.0,132.0,385.0,41.0,2.0,1.0,1.0,25.0,2094.525,0.0
0.0,0.0,34.0,0.0,3603.0,77.0,4.0,29.0,2.0,1.0,1.0,25.0,183.6,0.0
14.0,0.0,40.0,2.0,3835.0,85.0,37.0,30.0,3.0,2.0,1.0,30.0,304.8,0.0
5.0,0.0,31.0,2.0,1395.0,38.0,203.0,15.0,2.0,2.0,1.0,25.0,977.985,0.0
16.0,0.0,17.0,1.0,6392.0,141.0,85.0,42.0,2.0,2.0,1.0,25.0,676.485,0.0
0.0,0.0,39.0,0.0,318.0,5.0,7.0,4.0,2.0,1.0,2.0,25.0,46.035,0.0
0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,1.0
5.0,0.0,38.0,0.0,438.0,8.0,7.0,4.0,3.0,1.0,2.0,30.0,45.84,1.0
3.0,0.0,36.0,0.0,7393.0,121.0,352.0,39.0,2.0,1.0,1.0,25.0,1922.13,0.0
11.0,0.0,38.0,1.0,3085.0,59.0,182.0,25.0,2.0,1.0,1.0,25.0,960.48,0.0
30.0,0.0,33.0,4.0,16380.0,244.0,7.0,82.0,2.0,2.0,1.0,25.0,779.58,0.0
14.0,0.0,39.0,1.0,15790.0,188.0,157.0,32.0,2.0,1.0,1.0,25.0,1425.51,0.0
21.0,1.0,28.0,0.0,955.0,41.0,8.0,16.0,2.0,1.0,2.0,25.0,80.82,1.0
9.0,0.0,37.0,0.0,15485.0,182.0,150.0,30.0,2.0,1.0,1.0,25.0,1380.015,0.0
17.0,0.0,16.0,1.0,6797.0,146.0,86.0,40.0,1.0,2.0,1.0,15.0,854.865,0.0
9.0,0.0,38.0,0.0,2238.0,54.0,8.0,17.0,3.0,1.0,2.0,30.0,123.68,0.0
7.0,0.0,38.0,1.0,4023.0,88.0,9.0,30.0,3.0,1.0,1.0,30.0,200.44,0.0
12.0,0.0,41.0,3.0,4935.0,95.0,41.0,31.0,4.0,1.0,1.0,45.0,228.25,0.0
1.0,0.0,37.0,0.0,5728.0,95.0,32.0,14.0,3.0,1.0,1.0,30.0,360.92,0.0
5.0,0.0,41.0,0.0,305.0,6.0,7.0,2.0,3.0,1.0,2.0,30.0,40.44,0.0
19.0,0.0,19.0,5.0,3867.0,62.0,46.0,21.0,3.0,1.0,1.0,30.0,341.16,0.0
3.0,0.0,39.0,0.0,5793.0,97.0,11.0,15.0,2.0,1.0,1.0,25.0,314.55,0.0
9.0,0.0,38.0,1.0,15600.0,188.0,182.0,34.0,2.0,1.0,1.0,25.0,1529.46,0.0
14.0,0.0,18.0,0.0,9113.0,179.0,84.0,45.0,4.0,1.0,1.0,45.0,442.3,0.0
9.0,0.0,33.0,0.0,3775.0,76.0,24.0,27.0,2.0,1.0,1.0,25.0,281.295,0.0
6.0,0.0,35.0,0.0,2665.0,47.0,143.0,19.0,2.0,1.0,1.0,25.0,765.54,0.0
0.0,0.0,34.0,0.0,1173.0,18.0,0.0,1.0,3.0,1.0,1.0,30.0,47.64,0.0
6.0,0.0,38.0,1.0,11060.0,149.0,0.0,49.0,4.0,1.0,1.0,45.0,280.225,0.0
16.0,0.0,39.0,3.0,9230.0,126.0,142.0,42.0,3.0,1.0,1.0,30.0,942.24,0.0
11.0,0.0,34.0,1.0,3820.0,78.0,24.0,24.0,3.0,1.0,1.0,30.0,251.92,0.0
12.0,0.0,26.0,0.0,1105.0,30.0,11.0,5.0,2.0,1.0,2.0,25.0,100.575,0.0
10.0,0.0,38.0,2.0,6518.0,105.0,28.0,27.0,3.0,1.0,1.0,30.0,376.92,0.0
0.0,0.0,35.0,0.0,1973.0,46.0,0.0,27.0,1.0,1.0,1.0,15.0,111.045,0.0
25.0,0.0,38.0,3.0,15140.0,225.0,54.0,32.0,3.0,1.0,1.0,30.0,830.6,0.0
5.0,0.0,32.0,0.0,305.0,6.0,7.0,2.0,3.0,1.0,2.0,30.0,40.44,1.0
6.0,0.0,35.0,0.0,2665.0,47.0,143.0,19.0,2.0,1.0,1.0,25.0,765.54,0.0
15.0,0.0,39.0,1.0,2758.0,66.0,366.0,26.0,3.0,1.0,1.0,30.0,1576.96,0.0
12.0,0.0,17.0,3.0,4955.0,56.0,237.0,18.0,3.0,1.0,1.0,30.0,1148.44,0.0
0.0,0.0,36.0,0.0,405.0,8.0,6.0,6.0,2.0,1.0,2.0,25.0,45.585,0.0
9.0,0.0,31.0,0.0,3035.0,37.0,7.0,12.0,3.0,1.0,2.0,30.0,150.88,1.0
9.0,0.0,37.0,0.0,15485.0,182.0,150.0,30.0,2.0,1.0,1.0,25.0,1380.015,0.0
28.0,0.0,40.0,4.0,15200.0,228.0,59.0,34.0,3.0,1.0,1.0,30.0,853.12,0.0
12.0,0.0,40.0,2.0,4820.0,89.0,9.0,27.0,3.0,1.0,1.0,30.0,232.36,0.0
9.0,0.0,38.0,1.0,4213.0,89.0,18.0,33.0,3.0,1.0,1.0,30.0,244.08,0.0
1.0,0.0,36.0,0.0,5613.0,89.0,0.0,10.0,2.0,1.0,1.0,25.0,256.59,0.0
0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,0.0
0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,30.0,0.0,0.0
7.0,0.0,41.0,0.0,1113.0,21.0,27.0,11.0,4.0,1.0,2.0,45.0,95.85,1.0
13.0,0.0,44.0,3.0,4900.0,91.0,19.0,31.0,3.0,1.0,1.0,30.0,275.64,0.0
5.0,0.0,38.0,1.0,4325.0,82.0,0.0,22.0,3.0,1.0,1.0,30.0,176.28,0.0
0.0,0.0,3.0,0.0,1182.0,7.0,0.0,4.0,2.0,1.0,1.0,25.0,53.505,1.0
0.0,0.0,35.0,0.0,760.0,9.0,2.0,12.0,2.0,1.0,2.0,25.0,43.605,0.0
1.0,0.0,32.0,0.0,1485.0,36.0,27.0,15.0,3.0,1.0,2.0,30.0,168.84,0.0
0.0,0.0,36.0,0.0,133.0,2.0,0.0,2.0,3.0,1.0,2.0,30.0,5.4,1.0
3.0,0.0,34.0,0.0,3030.0,23.0,9.0,17.0,3.0,1.0,1.0,30.0,158.12,0.0
11.0,0.0,45.0,3.0,3400.0,39.0,498.0,11.0,4.0,1.0,1.0,45.0,1330.975,0.0
0.0,0.0,39.0,0.0,1363.0,25.0,1.0,5.0,4.0,1.0,1.0,45.0,37.2,0.0
5.0,0.0,40.0,0.0,825.0,19.0,11.0,7.0,3.0,1.0,2.0,30.0,77.76,0.0
12.0,0.0,42.0,2.0,3165.0,61.0,192.0,29.0,2.0,1.0,1.0,25.0,1009.17,0.0
15.0,0.0,40.0,1.0,4503.0,72.0,8.0,37.0,1.0,1.0,1.0,15.0,295.625,0.0
0.0,0.0,40.0,0.0,193.0,7.0,11.0,7.0,2.0,1.0,2.0,25.0,58.5,0.0
3.0,0.0,32.0,0.0,4110.0,61.0,0.0,11.0,2.0,1.0,1.0,25.0,187.695,0.0
5.0,0.0,35.0,0.0,2390.0,31.0,0.0,1.0,3.0,1.0,2.0,30.0,96.84,1.0
2.0,0.0,36.0,0.0,3718.0,82.0,2.0,28.0,2.0,1.0,1.0,25.0,180.0,0.0
0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,0.0
1.0,0.0,33.0,1.0,6595.0,96.0,5.0,19.0,5.0,1.0,1.0,55.0,107.865,0.0
0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,0.0
0.0,0.0,25.0,0.0,1010.0,30.0,186.0,9.0,2.0,2.0,1.0,25.0,883.8,0.0
12.0,0.0,37.0,1.0,2698.0,63.0,361.0,24.0,3.0,1.0,1.0,30.0,1554.44,0.0
0.0,0.0,36.0,0.0,2088.0,52.0,0.0,31.0,1.0,1.0,1.0,15.0,117.7,0.0
9.0,0.0,38.0,0.0,1038.0,18.0,28.0,19.0,3.0,1.0,2.0,30.0,154.24,1.0
19.0,0.0,46.0,0.0,2803.0,70.0,30.0,25.0,4.0,1.0,2.0,45.0,146.825,0.0
16.0,0.0,33.0,6.0,10015.0,81.0,0.0,36.0,4.0,1.0,1.0,45.0,252.4,0.0
28.0,0.0,35.0,0.0,1260.0,53.0,23.0,19.0,3.0,1.0,2.0,30.0,144.52,1.0
8.0,0.0,33.0,0.0,5398.0,86.0,0.0,18.0,2.0,1.0,1.0,25.0,246.78,1.0
5.0,0.0,41.0,0.0,623.0,11.0,14.0,6.0,3.0,1.0,2.0,30.0,81.36,0.0
10.0,0.0,37.0,0.0,2453.0,60.0,359.0,24.0,3.0,1.0,1.0,30.0,1536.52,0.0
18.0,0.0,43.0,2.0,4260.0,96.0,50.0,35.0,3.0,1.0,1.0,30.0,374.24,0.0
0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,0.0
12.0,0.0,34.0,5.0,9530.0,77.0,0.0,25.0,4.0,1.0,1.0,45.0,240.175,0.0
13.0,0.0,37.0,2.0,9115.0,121.0,144.0,43.0,3.0,1.0,1.0,30.0,945.44,0.0
0.0,0.0,32.0,0.0,325.0,6.0,0.0,2.0,2.0,1.0,2.0,25.0,14.895,0.0
0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,55.0,0.0,0.0
2.0,0.0,31.0,0.0,1783.0,30.0,16.0,24.0,3.0,1.0,2.0,30.0,136.52,1.0
11.0,0.0,15.0,4.0,2978.0,43.0,27.0,16.0,3.0,1.0,1.0,30.0,228.84,0.0
3.0,0.0,39.0,1.0,935.0,17.0,5.0,13.0,2.0,1.0,1.0,25.0,65.34,0.0
10.0,0.0,39.0,2.0,11525.0,157.0,16.0,49.0,4.0,2.0,1.0,45.0,332.05,0.0
9.0,0.0,13.0,0.0,8817.0,166.0,75.0,41.0,4.0,1.0,1.0,45.0,412.075,0.0
8.0,0.0,38.0,0.0,4370.0,71.0,5.0,17.0,3.0,1.0,1.0,30.0,197.64,0.0
3.0,0.0,36.0,0.0,1068.0,15.0,0.0,3.0,3.0,1.0,1.0,30.0,43.32,0.0
5.0,0.0,37.0,1.0,7753.0,130.0,386.0,43.0,3.0,1.0,1.0,30.0,1859.32,0.0
0.0,0.0,35.0,0.0,6195.0,80.0,179.0,24.0,3.0,1.0,1.0,30.0,967.0,0.0
5.0,0.0,34.0,1.0,305.0,6.0,7.0,2.0,5.0,1.0,1.0,55.0,15.165,0.0
21.0,0.0,46.0,3.0,4340.0,98.0,54.0,36.0,3.0,1.0,1.0,30.0,393.52,0.0
1.0,0.0,36.0,0.0,5613.0,89.0,0.0,10.0,2.0,1.0,1.0,25.0,256.59,0.0
1.0,0.0,33.0,1.0,6595.0,96.0,5.0,19.0,5.0,1.0,1.0,55.0,107.865,0.0
13.0,0.0,45.0,2.0,6223.0,107.0,22.0,15.0,3.0,1.0,1.0,30.0,341.2,0.0
2.0,0.0,36.0,1.0,528.0,5.0,13.0,5.0,5.0,1.0,1.0,55.0,27.495,0.0
5.0,0.0,38.0,0.0,933.0,13.0,16.0,6.0,4.0,1.0,2.0,45.0,63.65,1.0
17.0,0.0,16.0,0.0,9123.0,171.0,48.0,38.0,4.0,1.0,1.0,45.0,352.35,0.0
2.0,0.0,33.0,0.0,6420.0,84.0,176.0,22.0,3.0,1.0,1.0,30.0,964.16,0.0
5.0,0.0,40.0,1.0,6413.0,75.0,109.0,36.0,2.0,1.0,1.0,25.0,782.46,0.0
6.0,0.0,35.0,0.0,2698.0,58.0,1.0,34.0,1.0,1.0,1.0,15.0,157.08,0.0
5.0,0.0,37.0,0.0,1120.0,17.0,7.0,11.0,2.0,1.0,2.0,25.0,82.665,0.0
10.0,0.0,39.0,2.0,3805.0,38.0,491.0,8.0,3.0,1.0,1.0,30.0,2117.72,0.0
0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,45.0,0.0,0.0
13.0,0.0,41.0,5.0,7270.0,128.0,286.0,36.0,3.0,2.0,1.0,30.0,1439.92,0.0
0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,0.0
8.0,0.0,37.0,1.0,6718.0,75.0,108.0,37.0,2.0,1.0,1.0,25.0,791.685,0.0
22.0,0.0,23.0,3.0,6778.0,149.0,102.0,48.0,2.0,2.0,1.0,25.0,770.715,0.0
34.0,1.0,36.0,0.0,1970.0,64.0,31.0,19.0,3.0,2.0,2.0,30.0,205.36,1.0
11.0,0.0,42.0,2.0,3405.0,38.0,22.0,22.0,4.0,1.0,1.0,45.0,141.075,0.0
2.0,0.0,33.0,0.0,2360.0,33.0,277.0,17.0,3.0,1.0,1.0,30.0,1203.72,0.0
5.0,0.0,30.0,2.0,6885.0,114.0,261.0,29.0,2.0,2.0,1.0,25.0,1489.455,0.0
13.0,0.0,43.0,2.0,3085.0,65.0,190.0,26.0,3.0,1.0,1.0,30.0,886.0,0.0
16.0,0.0,29.0,0.0,1005.0,31.0,17.0,9.0,3.0,1.0,2.0,30.0,109.44,0.0
2.0,0.0,37.0,0.0,595.0,8.0,0.0,4.0,2.0,1.0,2.0,25.0,27.135,0.0
0.0,0.0,3.0,0.0,4130.0,30.0,200.0,4.0,3.0,1.0,1.0,30.0,966.4,0.0
11.0,0.0,27.0,0.0,700.0,25.0,10.0,7.0,2.0,1.0,2.0,25.0,77.625,0.0
5.0,0.0,38.0,0.0,1638.0,44.0,0.0,2.0,3.0,1.0,2.0,30.0,67.28,0.0
8.0,0.0,37.0,3.0,7145.0,124.0,282.0,38.0,2.0,2.0,1.0,25.0,1596.105,0.0
3.0,0.0,38.0,0.0,248.0,7.0,0.0,1.0,3.0,1.0,2.0,30.0,10.2,1.0
30.0,0.0,33.0,4.0,16380.0,244.0,7.0,82.0,2.0,2.0,1.0,25.0,779.58,0.0
0.0,0.0,28.0,0.0,600.0,6.0,24.0,5.0,4.0,1.0,2.0,45.0,75.15,0.0
15.0,0.0,27.0,0.0,1300.0,35.0,31.0,22.0,3.0,1.0,2.0,30.0,177.4,0.0
10.0,0.0,19.0,3.0,3033.0,53.0,42.0,24.0,3.0,1.0,1.0,30.0,291.44,0.0
8.0,0.0,35.0,1.0,8810.0,115.0,137.0,41.0,3.0,1.0,1.0,30.0,905.0,0.0
8.0,0.0,35.0,2.0,7090.0,103.0,21.0,24.0,5.0,1.0,1.0,55.0,139.395,0.0
0.0,0.0,31.0,0.0,490.0,6.0,0.0,5.0,2.0,1.0,2.0,25.0,22.32,0.0
6.0,0.0,38.0,0.0,1585.0,25.0,8.0,11.0,2.0,1.0,2.0,25.0,108.45,0.0
10.0,0.0,34.0,0.0,3695.0,80.0,22.0,24.0,3.0,1.0,1.0,30.0,239.0,0.0
0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,1.0
8.0,0.0,41.0,2.0,365.0,9.0,12.0,4.0,3.0,1.0,1.0,30.0,62.96,1.0
0.0,0.0,35.0,0.0,7448.0,124.0,379.0,41.0,2.0,1.0,1.0,25.0,2046.24,0.0
8.0,0.0,39.0,0.0,2583.0,58.0,7.0,31.0,1.0,1.0,1.0,15.0,183.755,0.0
0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,25.0,0.0,1.0
0.0,0.0,35.0,0.0,2675.0,15.0,444.0,2.0,3.0,1.0,1.0,30.0,1883.6,0.0
7.0,0.0,41.0,1.0,11420.0,158.0,19.0,51.0,4.0,1.0,1.0,45.0,336.95,0.0
0.0,0.0,32.0,0.0,6075.0,86.0,0.0,22.0,4.0,1.0,1.0,45.0,154.025,0.0
0.0,0.0,34.0,0.0,3413.0,76.0,0.0,26.0,2.0,1.0,1.0,25.0,157.005,0.0
7.0,0.0,36.0,0.0,4083.0,61.0,3.0,36.0,1.0,1.0,1.0,15.0,244.42,0.0
6.0,0.0,35.0,0.0,3355.0,70.0,0.0,22.0,2.0,1.0,1.0,25.0,154.125,0.0
13.0,0.0,17.0,3.0,2053.0,35.0,22.0,15.0,3.0,1.0,1.0,30.0,171.52,1.0
0.0,0.0,27.0,0.0,420.0,5.0,3.0,5.0,4.0,1.0,2.0,45.0,18.125,0.0
7.0,0.0,39.0,2.0,4630.0,89.0,34.0,29.0,3.0,1.0,1.0,30.0,324.76,0.0
12.0,0.0,37.0,0.0,2363.0,52.0,7.0,14.0,3.0,1.0,2.0,30.0,124.6,0.0
0.0,0.0,29.0,0.0,5935.0,70.0,164.0,18.0,3.0,1.0,1.0,30.0,896.2,0.0
5.0,0.0,39.0,0.0,305.0,6.0,7.0,2.0,2.0,1.0,2.0,25.0,45.495,1.0
0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,1.0
9.0,0.0,40.0,2.0,3400.0,33.0,490.0,10.0,3.0,1.0,1.0,30.0,2097.32,0.0
3.0,0.0,36.0,0.0,7393.0,121.0,352.0,39.0,2.0,1.0,1.0,25.0,1922.13,0.0
0.0,0.0,33.0,0.0,1170.0,37.0,22.0,15.0,3.0,1.0,2.0,30.0,136.28,0.0
7.0,0.0,40.0,1.0,2475.0,44.0,283.0,17.0,3.0,1.0,1.0,30.0,1232.76,0.0
5.0,0.0,40.0,0.0,2065.0,35.0,271.0,5.0,3.0,1.0,1.0,30.0,1168.0,0.0
3.0,0.0,37.0,1.0,6500.0,86.0,186.0,26.0,3.0,1.0,1.0,30.0,1007.44,0.0
15.0,0.0,30.0,3.0,2330.0,53.0,208.0,13.0,3.0,2.0,1.0,30.0,927.32,0.0
0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,1.0
0.0,1.0,7.0,0.0,1372.0,14.0,2.0,8.0,2.0,1.0,1.0,25.0,71.37,1.0
24.0,0.0,29.0,4.0,16370.0,242.0,14.0,93.0,2.0,1.0,1.0,25.0,810.54,0.0
5.0,0.0,38.0,0.0,933.0,13.0,16.0,6.0,4.0,1.0,2.0,45.0,63.65,1.0
10.0,0.0,38.0,0.0,4198.0,66.0,1.0,35.0,1.0,1.0,1.0,15.0,240.02,0.0
5.0,0.0,35.0,0.0,305.0,6.0,7.0,2.0,4.0,1.0,2.0,45.0,25.275,1.0
0.0,0.0,39.0,0.0,128.0,4.0,0.0,1.0,2.0,1.0,2.0,25.0,5.94,0.0
8.0,0.0,10.0,1.0,1678.0,19.0,7.0,5.0,3.0,1.0,1.0,30.0,95.88,1.0
23.0,0.0,38.0,3.0,14895.0,222.0,52.0,32.0,3.0,1.0,1.0,30.0,812.68,0.0
0.0,0.0,25.0,0.0,2625.0,51.0,0.0,8.0,3.0,1.0,1.0,30.0,107.04,0.0
14.0,0.0,35.0,1.0,4080.0,82.0,31.0,29.0,3.0,1.0,1.0,30.0,290.48,0.0
0.0,0.0,36.0,0.0,3118.0,72.0,0.0,13.0,2.0,1.0,1.0,25.0,143.55,0.0
3.0,0.0,37.0,0.0,4180.0,71.0,30.0,19.0,3.0,1.0,1.0,30.0,290.04,0.0
28.0,1.0,34.0,0.0,1145.0,47.0,7.0,15.0,2.0,1.0,2.0,25.0,85.14,1.0
14.0,0.0,38.0,0.0,3410.0,53.0,48.0,22.0,3.0,1.0,2.0,30.0,330.52,1.0
24.0,0.0,36.0,4.0,15435.0,229.0,68.0,45.0,3.0,2.0,1.0,30.0,898.56,0.0
6.0,0.0,39.0,2.0,6615.0,91.0,184.0,25.0,3.0,1.0,1.0,30.0,1004.24,0.0
6.0,0.0,41.0,0.0,2540.0,47.0,296.0,23.0,3.0,1.0,1.0,30.0,1287.48,0.0
9.0,0.0,34.0,0.0,2283.0,50.0,7.0,13.0,3.0,1.0,2.0,30.0,121.32,0.0
0.0,0.0,38.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,2.0,25.0,18.0,1.0
0.0,0.0,33.0,0.0,1360.0,38.0,31.0,18.0,3.0,1.0,2.0,30.0,179.92,0.0
7.0,0.0,11.0,2.0,4695.0,46.0,222.0,12.0,3.0,1.0,1.0,30.0,1077.64,0.0
2.0,0.0,9.0,1.0,4390.0,40.0,215.0,10.0,3.0,1.0,1.0,30.0,1037.2,0.0
6.0,0.0,34.0,0.0,5323.0,91.0,10.0,19.0,2.0,1.0,1.0,25.0,288.63,1.0
1.0,0.0,37.0,0.0,3805.0,72.0,0.0,25.0,3.0,1.0,1.0,30.0,155.08,0.0
11.0,0.0,38.0,2.0,14373.0,179.0,21.0,59.0,3.0,1.0,1.0,30.0,666.08,0.0
0.0,0.0,30.0,0.0,570.0,2.0,0.0,8.0,2.0,1.0,2.0,25.0,25.74,0.0
14.0,0.0,38.0,2.0,7428.0,86.0,116.0,37.0,2.0,1.0,1.0,25.0,860.13,0.0
6.0,0.0,39.0,1.0,7568.0,130.0,389.0,45.0,3.0,1.0,1.0,30.0,1863.92,0.0
7.0,0.0,38.0,1.0,4515.0,83.0,2.0,25.0,3.0,1.0,1.0,30.0,191.92,0.0
0.0,0.0,24.0,0.0,710.0,5.0,23.0,4.0,4.0,1.0,2.0,45.0,75.375,0.0
